city_id,date,hour,temp,wind_speed,description,precip,humidity,visibility,pressure,chanceofrain,chanceoffog,chanceofsnow,chanceofthunder
C1,02/01/2019,1100,27,6,Partly cloudy,0,58,6,1022,0,0,0,0
C1,02/01/2019,1200,28,6,Partly cloudy,0,57,6,1021,0,0,0,0
C1,02/01/2019,1300,28,7,Partly cloudy,0,56,6,1020,0,0,0,0
C1,02/01/2019,1400,28,7,Sunny,0,56,6,1019,0,0,0,0
C1,02/01/2019,1500,28,7,Sunny,0,55,6,1019,0,0,0,0
C1,02/01/2019,1600,28,6,Sunny,0,57,6,1019,0,0,0,0
C1,02/01/2019,1700,28,5,Sunny,0,58,6,1019,0,0,0,0
C1,02/01/2019,1800,27,4,Clear,0,59,6,1019,0,0,0,0
C1,02/01/2019,1900,27,4,Clear,0,60,6,1019,0,0,0,0
C1,02/01/2019,2000,27,3,Clear,0,60,6,1019,0,0,0,0
C1,02/01/2019,2100,27,3,Clear,0,61,6,1019,0,0,0,0
C1,02/01/2019,2200,27,2,Clear,0,62,6,1019,0,0,0,0
C1,02/01/2019,2300,27,2,Clear,0,63,6,1019,0,0,0,0
C1,03/01/2019,0,27,2,Clear,0,65,6,1019,0,0,0,0
C1,03/01/2019,100,27,2,Clear,0,66,6,1019,0,0,0,0
C1,03/01/2019,200,27,2,Clear,0,66,6,1019,0,0,0,0
C1,03/01/2019,300,27,3,Clear,0,67,6,1019,0,0,0,0
C1,03/01/2019,400,27,2,Clear,0,67,6,1019,0,0,0,0
C1,03/01/2019,500,27,2,Clear,0,67,6,1019,0,0,0,0
C1,03/01/2019,600,27,1,Sunny,0,68,6,1019,0,0,0,0
C1,03/01/2019,700,27,3,Sunny,0,66,6,1018,0,0,0,0
C1,03/01/2019,800,28,4,Sunny,0,65,6,1018,0,0,0,0
C1,03/01/2019,900,28,6,Sunny,0,63,6,1018,0,0,0,0
C1,03/01/2019,1000,32,7,Sunny,0,59,6,1017,0,0,0,0
C1,03/01/2019,1100,36,8,Sunny,0,54,6,1017,0,0,0,0
C1,03/01/2019,1200,37,9,Sunny,0,50,6,1017,0,0,0,0
C1,03/01/2019,1300,39,9,Sunny,0,51,6,1016,0,0,0,0
C1,03/01/2019,1400,41,8,Sunny,0,52,6,1015,0,0,0,0
C1,03/01/2019,1500,41,8,Sunny,0,54,6,1014,0,0,0,0
C1,03/01/2019,1600,39,7,Sunny,0,59,6,1014,0,0,0,0
C1,03/01/2019,1700,37,7,Sunny,0,65,6,1015,0,0,0,0
C1,03/01/2019,1800,36,7,Clear,0,70,6,1015,0,0,0,0
C1,03/01/2019,1900,36,6,Clear,0,71,6,1015,0,0,0,0
C1,03/01/2019,2000,34,5,Clear,0,72,6,1015,0,0,0,0
C1,03/01/2019,2100,34,4,Clear,0,73,6,1014,0,0,0,0
C1,03/01/2019,2200,34,2,Clear,0,75,6,1014,0,0,0,0
C1,03/01/2019,2300,34,2,Clear,0,76,6,1014,0,0,0,0
C1,04/01/2019,0,34,1,Clear,0,77,6,1014,0,0,0,0
C1,04/01/2019,100,34,1,Clear,0,78,6,1013,0,0,0,0
C1,04/01/2019,200,34,1,Clear,0,79,6,1012,0,0,0,0
C1,04/01/2019,300,34,1,Clear,0,79,6,1012,0,0,0,0
C1,04/01/2019,400,32,1,Clear,0,79,6,1012,0,0,0,0
C1,04/01/2019,500,32,1,Clear,0,79,6,1011,0,0,0,0
C1,04/01/2019,600,32,0,Sunny,0,79,6,1011,0,0,0,0
C1,04/01/2019,700,34,2,Sunny,0,76,6,1011,0,0,0,0
C1,04/01/2019,800,34,4,Sunny,0,74,6,1011,0,0,0,0
C1,04/01/2019,900,36,6,Sunny,0,72,6,1011,0,0,0,0
C1,04/01/2019,1000,37,6,Sunny,0,69,6,1010,0,0,0,0
C1,04/01/2019,1100,39,6,Sunny,0,65,6,1010,0,0,0,0
C1,04/01/2019,1200,43,7,Sunny,0,61,6,1010,0,0,0,0
C1,04/01/2019,1300,43,7,Sunny,0,66,6,1009,0,0,0,0
C1,04/01/2019,1400,43,8,Sunny,0,70,6,1008,0,0,0,0
C1,04/01/2019,1500,43,9,Sunny,0,75,6,1008,0,0,0,0
C1,04/01/2019,1600,41,9,Sunny,0,78,6,1008,0,0,0,0
C1,04/01/2019,1700,39,9,Sunny,0,81,6,1009,0,0,0,0
C1,04/01/2019,1800,36,8,Clear,0,84,6,1009,0,0,0,0
C1,04/01/2019,1900,36,6,Clear,0,84,6,1010,0,0,0,0
C1,04/01/2019,2000,36,5,Clear,0,84,6,1010,0,0,0,0
C1,04/01/2019,2100,36,3,Clear,0,84,6,1010,0,0,0,0
C1,04/01/2019,2200,36,2,Clear,0,85,6,1010,0,0,0,0
C1,04/01/2019,2300,36,2,Clear,0,85,6,1010,0,0,0,0
C1,05/01/2019,0,36,1,Clear,0,85,6,1011,0,0,0,0
C1,05/01/2019,100,34,1,Clear,0,86,6,1011,0,0,0,0
C1,05/01/2019,200,34,1,Partly cloudy,0,86,6,1011,0,0,0,0
C1,05/01/2019,300,34,2,Partly cloudy,0,86,6,1011,0,0,0,0
C1,05/01/2019,400,34,2,Partly cloudy,0,86,6,1012,0,0,0,0
C1,05/01/2019,500,34,2,Clear,0,86,6,1012,0,0,0,0
C1,05/01/2019,600,34,2,Sunny,0,86,6,1013,0,0,0,0
C1,05/01/2019,700,36,4,Sunny,0,84,6,1013,0,0,0,0
C1,05/01/2019,800,36,6,Sunny,0,82,6,1013,0,0,0,0
C1,05/01/2019,900,37,8,Sunny,0,81,6,1013,0,0,0,0
C1,05/01/2019,1000,41,9,Sunny,0,76,6,1013,0,0,0,0
C1,05/01/2019,1100,45,9,Sunny,0,71,6,1013,0,0,0,0
C1,05/01/2019,1200,46,10,Sunny,0,67,6,1013,0,0,0,0
C1,05/01/2019,1300,48,10,Sunny,0,68,6,1014,0,0,0,0
C1,05/01/2019,1400,48,10,Sunny,0,70,6,1014,0,0,0,0
C1,05/01/2019,1500,50,10,Sunny,0,71,6,1014,0,0,0,0
C1,05/01/2019,1600,46,9,Sunny,0,75,6,1015,0,0,0,0
C1,05/01/2019,1700,45,7,Sunny,0,79,6,1016,0,0,0,0
C1,05/01/2019,1800,41,7,Clear,0,83,6,1017,0,0,0,0
C1,05/01/2019,1900,41,6,Clear,0,84,6,1017,0,0,0,0
C1,05/01/2019,2000,39,4,Clear,0,85,6,1018,0,0,0,0
C1,05/01/2019,2100,39,4,Clear,0,85,6,1018,0,0,0,0
C1,05/01/2019,2200,37,3,Clear,0,86,6,1019,0,0,0,0
C1,05/01/2019,2300,37,3,Clear,0,87,6,1019,0,0,0,0
C1,06/01/2019,0,36,3,Clear,0,88,6,1020,0,0,0,0
C1,06/01/2019,100,32,3,Clear,0,89,6,1020,0,0,0,0
C1,06/01/2019,200,30,3,Partly cloudy,0,90,6,1020,0,0,0,0
C1,06/01/2019,300,27,4,Partly cloudy,0,91,6,1020,0,0,0,0
C1,06/01/2019,400,27,4,Partly cloudy,0,91,6,1020,0,0,0,0
C1,06/01/2019,500,27,5,Partly cloudy,0,91,6,1020,0,0,0,0
C1,06/01/2019,600,27,6,Partly cloudy,0,91,6,1020,0,0,0,0
C1,06/01/2019,700,30,7,Partly cloudy,0,90,6,1020,0,0,0,0
C1,06/01/2019,800,34,7,Overcast,0,88,6,1021,0,0,0,0
C1,06/01/2019,900,36,9,Overcast,0,87,6,1021,0,0,0,0
C1,06/01/2019,1000,37,9,Overcast,0,84,6,1021,0,0,0,0
C1,06/01/2019,1100,39,9,Overcast,0,80,6,1021,0,0,0,0
C1,06/01/2019,1200,41,9,Overcast,0,77,6,1020,0,0,0,0
C1,06/01/2019,1300,41,9,Overcast,0,77,6,1019,0,0,0,0
C1,06/01/2019,1400,41,8,Overcast,0,76,6,1018,0,0,0,0
C1,06/01/2019,1500,43,8,Overcast,0,75,6,1017,0,0,0,0
C1,06/01/2019,1600,41,7,Overcast,0,77,6,1016,0,0,0,0
C1,06/01/2019,1700,41,7,Overcast,0,78,6,1016,0,0,0,0
C1,06/01/2019,1800,41,6,Overcast,0,80,6,1015,0,0,0,0
C1,06/01/2019,1900,41,6,Overcast,0,81,4,1014,0,0,0,0
C1,06/01/2019,2000,41,6,Light drizzle,0,83,3,1013,0,0,0,0
C1,06/01/2019,2100,43,6,Light drizzle,0,84,1,1012,0,0,0,0
C1,06/01/2019,2200,43,6,Light drizzle,0,87,2,1011,0,0,0,0
C1,06/01/2019,2300,45,6,Moderate rain,0.1,89,3,1010,0,0,0,0
C1,07/01/2019,0,46,5,Moderate rain,0.1,92,4,1009,0,0,0,0
C1,07/01/2019,100,46,5,Moderate rain,0.1,91,4,1008,0,0,0,0
C1,07/01/2019,200,46,4,Moderate rain,0.1,91,4,1007,0,0,0,0
C1,07/01/2019,300,48,4,Moderate rain,0.1,91,4,1006,0,0,0,0
C1,07/01/2019,400,48,6,Moderate rain,0,92,4,1005,0,0,0,0
C1,07/01/2019,500,48,7,Heavy rain,0.1,93,4,1004,0,0,0,0
C1,07/01/2019,600,50,9,Heavy rain,0.2,94,3,1003,0,0,0,0
C1,07/01/2019,700,50,11,Heavy rain,0.1,93,4,1002,0,0,0,0
C1,07/01/2019,800,50,11,Moderate rain,0,93,4,1001,0,0,0,0
C1,07/01/2019,900,52,12,Moderate rain,0.1,92,4,1001,0,0,0,0
C1,07/01/2019,1000,52,14,Moderate rain,0,91,4,1001,0,0,0,0
C1,07/01/2019,1100,52,16,Moderate rain at times,0.1,90,5,1001,0,0,0,0
C1,07/01/2019,1200,52,17,Moderate rain at times,0.1,89,5,1001,0,0,0,0
C1,07/01/2019,1300,52,16,Moderate rain at times,0,81,6,1002,0,0,0,0
C1,07/01/2019,1400,52,14,Sunny,0,73,6,1003,0,0,0,0
C1,07/01/2019,1500,50,12,Sunny,0,66,6,1004,0,0,0,0
C1,07/01/2019,1600,48,11,Sunny,0,71,6,1005,0,0,0,0
C1,07/01/2019,1700,46,10,Sunny,0,76,6,1007,0,0,0,0
C1,07/01/2019,1800,45,9,Clear,0,81,6,1008,0,0,0,0
C1,07/01/2019,1900,43,7,Clear,0,82,6,1008,0,0,0,0
C1,07/01/2019,2000,43,6,Partly cloudy,0,82,6,1009,0,0,0,0
C1,07/01/2019,2100,43,5,Partly cloudy,0,83,6,1009,0,0,0,0
C1,07/01/2019,2200,43,4,Partly cloudy,0,83,6,1009,0,0,0,0
C1,07/01/2019,2300,43,2,Overcast,0,84,6,1009,0,0,0,0
C1,08/01/2019,0,43,1,Overcast,0,84,6,1009,0,0,0,0
C1,08/01/2019,100,41,2,Overcast,0,84,6,1009,0,0,0,0
C1,08/01/2019,200,41,3,Partly cloudy,0,84,6,1009,0,0,0,0
C1,08/01/2019,300,41,4,Partly cloudy,0,85,6,1008,0,0,0,0
C1,08/01/2019,400,41,7,Partly cloudy,0,82,6,1009,0,0,0,0
C1,08/01/2019,500,41,9,Clear,0,79,6,1009,0,0,0,0
C1,08/01/2019,600,41,12,Sunny,0,77,6,1010,0,0,0,0
C1,08/01/2019,700,41,12,Sunny,0,74,6,1011,0,0,0,0
C1,08/01/2019,800,41,11,Sunny,0,71,6,1013,0,0,0,0
C1,08/01/2019,900,39,11,Sunny,0,68,6,1014,0,0,0,0
C1,08/01/2019,1000,41,12,Sunny,0,61,6,1015,0,0,0,0
C1,08/01/2019,1100,41,14,Sunny,0,54,6,1016,0,0,0,0
C1,08/01/2019,1200,43,15,Sunny,0,47,6,1017,0,0,0,0
C1,08/01/2019,1300,43,16,Sunny,0,45,6,1017,0,0,0,0
C1,08/01/2019,1400,43,16,Sunny,0,42,6,1017,0,0,0,0
C1,08/01/2019,1500,45,17,Sunny,0,40,6,1017,0,0,0,0
C1,08/01/2019,1600,41,16,Sunny,0,43,6,1019,0,0,0,0
C1,08/01/2019,1700,39,14,Sunny,0,46,6,1020,0,0,0,0
C1,08/01/2019,1800,36,14,Clear,0,50,6,1021,0,0,0,0
C1,08/01/2019,1900,34,11,Clear,0,49,6,1022,0,0,0,0
C1,08/01/2019,2000,32,9,Clear,0,49,6,1023,0,0,0,0
C1,08/01/2019,2100,28,7,Clear,0,49,6,1024,0,0,0,0
C1,08/01/2019,2200,28,8,Clear,0,49,6,1024,0,0,0,0
C1,08/01/2019,2300,28,9,Clear,0,48,6,1025,0,0,0,0
C1,09/01/2019,0,27,11,Clear,0,48,6,1026,0,0,0,0
C1,09/01/2019,100,27,12,Clear,0,47,6,1026,0,0,0,0
C1,09/01/2019,200,25,14,Clear,0,47,6,1027,0,0,0,0
C1,09/01/2019,300,25,16,Clear,0,46,6,1027,0,0,0,0
C1,09/01/2019,400,23,17,Clear,0,46,6,1028,0,0,0,0
C1,09/01/2019,500,23,18,Clear,0,46,6,1028,0,0,0,0
C1,09/01/2019,600,23,19,Sunny,0,46,6,1029,0,0,0,0
C1,09/01/2019,700,21,17,Sunny,0,45,6,1029,0,0,0,0
C1,09/01/2019,800,19,16,Sunny,0,44,6,1030,0,0,0,0
C1,09/01/2019,900,18,14,Sunny,0,43,6,1031,0,0,0,0
C1,09/01/2019,1000,19,14,Sunny,0,41,6,1031,0,0,0,0
C1,09/01/2019,1100,21,14,Sunny,0,39,6,1031,0,0,0,0
C1,09/01/2019,1200,21,14,Sunny,0,37,6,1032,0,0,0,0
C1,09/01/2019,1300,21,14,Sunny,0,37,6,1032,0,0,0,0
C1,09/01/2019,1400,21,13,Sunny,0,37,6,1032,0,0,0,0
C1,09/01/2019,1500,23,12,Sunny,0,37,6,1032,0,0,0,0
C1,09/01/2019,1600,21,11,Sunny,0,38,6,1032,0,0,0,0
C1,09/01/2019,1700,21,10,Sunny,0,38,6,1032,0,0,0,0
C1,09/01/2019,1800,21,8,Clear,0,39,6,1032,0,0,0,0
C1,09/01/2019,1900,21,7,Clear,0,37,6,1032,0,0,0,0
C1,09/01/2019,2000,21,6,Partly cloudy,0,36,6,1032,0,0,0,0
C1,09/01/2019,2100,21,5,Partly cloudy,0,35,6,1033,0,0,0,0
C1,09/01/2019,2200,21,4,Partly cloudy,0,36,6,1032,0,0,0,0
C1,09/01/2019,2300,19,3,Clear,0,37,6,1032,0,0,0,0
C1,10/01/2019,0,19,2,Clear,0,38,6,1032,0,0,0,0
C1,10/01/2019,100,19,2,Clear,0,40,6,1032,0,0,0,0
C1,10/01/2019,200,19,2,Partly cloudy,0,42,6,1033,0,0,0,0
C1,10/01/2019,300,18,2,Partly cloudy,0,43,6,1033,0,0,0,0
C1,10/01/2019,400,18,2,Partly cloudy,0,45,6,1033,0,0,0,0
C1,10/01/2019,500,18,2,Partly cloudy,0,47,6,1033,0,0,0,0
C1,10/01/2019,600,18,3,Partly cloudy,0,49,6,1033,0,0,0,0
C1,10/01/2019,700,18,4,Partly cloudy,0,49,6,1033,0,0,0,0
C1,10/01/2019,800,18,4,Sunny,0,49,6,1033,0,0,0,0
C1,10/01/2019,900,18,5,Sunny,0,49,6,1033,0,0,0,0
C1,10/01/2019,1000,21,5,Sunny,0,46,6,1032,0,0,0,0
C1,10/01/2019,1100,23,5,Sunny,0,43,6,1032,0,0,0,0
C1,10/01/2019,1200,25,5,Sunny,0,40,6,1031,0,0,0,0
C1,10/01/2019,1300,25,6,Sunny,0,40,6,1031,0,0,0,0
C1,10/01/2019,1400,27,6,Sunny,0,40,6,1030,0,0,0,0
C1,10/01/2019,1500,27,6,Sunny,0,40,6,1029,0,0,0,0
C1,10/01/2019,1600,27,6,Sunny,0,42,6,1029,0,0,0,0
C1,10/01/2019,1700,25,6,Partly cloudy,0,45,6,1029,0,0,0,0
C1,10/01/2019,1800,23,5,Partly cloudy,0,48,6,1029,0,0,0,0
C1,10/01/2019,1900,23,5,Partly cloudy,0,49,6,1028,0,0,0,0
C1,10/01/2019,2000,23,5,Clear,0,51,6,1028,0,0,0,0
C1,10/01/2019,2100,23,5,Clear,0,52,6,1028,0,0,0,0
C1,10/01/2019,2200,23,5,Clear,0,53,6,1028,0,0,0,0
C1,10/01/2019,2300,23,4,Clear,0,55,6,1028,0,0,0,0
C1,11/01/2019,0,23,4,Clear,0,56,6,1027,0,0,0,0
C1,11/01/2019,100,23,4,Clear,0,57,6,1027,0,0,0,0
C1,11/01/2019,200,23,4,Clear,0,59,6,1027,0,0,0,0
C1,11/01/2019,300,23,3,Clear,0,60,6,1027,0,0,0,0
C1,11/01/2019,400,23,3,Clear,0,61,6,1027,0,0,0,0
C1,11/01/2019,500,23,4,Clear,0,61,6,1027,0,0,0,0
C1,11/01/2019,600,23,4,Sunny,0,62,6,1027,0,0,0,0
C1,11/01/2019,700,23,4,Sunny,0,61,6,1027,0,0,0,0
C1,11/01/2019,800,25,6,Partly cloudy,0,59,6,1027,0,0,0,0
C1,11/01/2019,900,25,6,Partly cloudy,0,58,6,1026,0,0,0,0
C1,11/01/2019,1000,27,7,Partly cloudy,0,55,6,1026,0,0,0,0
C1,11/01/2019,1100,28,9,Partly cloudy,0,52,6,1026,0,0,0,0
C1,11/01/2019,1200,30,9,Partly cloudy,0,48,6,1025,0,0,0,0
C1,11/01/2019,1300,30,9,Partly cloudy,0,49,6,1025,0,0,0,0
C1,11/01/2019,1400,32,9,Partly cloudy,0,49,6,1025,0,0,0,0
C1,11/01/2019,1500,32,9,Partly cloudy,0,50,6,1025,0,0,0,0
C1,11/01/2019,1600,30,8,Partly cloudy,0,53,6,1025,0,0,0,0
C1,11/01/2019,1700,30,7,Partly cloudy,0,56,6,1025,0,0,0,0
C1,11/01/2019,1800,28,6,Partly cloudy,0,59,6,1025,0,0,0,0
C1,11/01/2019,1900,28,5,Partly cloudy,0,62,6,1025,0,0,0,0
C1,11/01/2019,2000,28,4,Cloudy,0,64,6,1025,0,0,0,0
C1,11/01/2019,2100,28,4,Cloudy,0,66,6,1025,0,0,0,0
C1,11/01/2019,2200,28,4,Cloudy,0,73,4,1025,0,0,0,0
C1,11/01/2019,2300,28,3,Heavy snow,0,79,3,1025,0,0,0,0
C1,12/01/2019,0,27,3,Heavy snow,0,86,1,1025,0,0,0,0
C1,12/01/2019,100,27,4,Heavy snow,0,88,1,1025,0,0,0,0
C1,12/01/2019,200,27,4,Heavy snow,0,91,1,1025,0,0,0,0
C1,12/01/2019,300,27,4,Heavy snow,0,93,1,1025,0,0,0,0
C1,12/01/2019,400,27,4,Heavy snow,0,94,1,1025,0,0,0,0
C1,12/01/2019,500,27,4,Heavy snow,0.1,94,1,1025,0,0,0,0
C1,12/01/2019,600,27,4,Heavy snow,0.1,95,1,1025,0,0,0,0
C1,12/01/2019,700,27,4,Heavy snow,0,95,1,1025,0,0,0,0
C1,12/01/2019,800,28,4,Heavy snow,0,94,1,1025,0,0,0,0
C1,12/01/2019,900,28,3,Heavy snow,0,94,1,1025,0,0,0,0
C1,12/01/2019,1000,28,4,Heavy snow,0,94,1,1025,0,0,0,0
C1,12/01/2019,1100,28,4,Heavy snow,0.1,94,1,1025,0,0,0,0
C1,12/01/2019,1200,30,5,Heavy snow,0.1,94,1,1025,0,0,0,0
C1,12/01/2019,1300,30,5,Heavy snow,0,94,1,1025,0,0,0,0
C1,12/01/2019,1400,30,6,Heavy snow,0,94,1,1025,0,0,0,0
C1,12/01/2019,1500,30,6,Heavy snow,0,93,1,1025,0,0,0,0
C1,12/01/2019,1600,30,5,Heavy snow,0,93,1,1025,0,0,0,0
C1,12/01/2019,1700,30,4,Heavy snow,0,93,1,1026,0,0,0,0
C1,12/01/2019,1800,30,4,Heavy snow,0.1,92,1,1026,0,0,0,0
C1,12/01/2019,1900,30,4,Heavy snow,0,92,1,1027,0,0,0,0
C1,12/01/2019,2000,30,4,Heavy snow,0,92,1,1027,0,0,0,0
C1,12/01/2019,2100,28,4,Heavy snow,0,91,1,1028,0,0,0,0
C1,12/01/2019,2200,28,4,Heavy snow,0,91,1,1028,0,0,0,0
C1,12/01/2019,2300,28,4,Heavy snow,0,91,1,1028,0,0,0,0
C1,13/01/2019,0,28,4,Heavy snow,0,91,1,1028,0,0,0,0
C1,13/01/2019,100,28,5,Heavy snow,0,91,3,1028,0,0,0,0
C1,13/01/2019,200,27,5,Overcast,0,91,4,1029,0,0,0,0
C1,13/01/2019,300,27,6,Overcast,0,91,6,1029,0,0,0,0
C1,13/01/2019,400,27,6,Overcast,0,91,6,1030,0,0,0,0
C1,13/01/2019,500,27,6,Light snow,0,92,6,1030,0,0,0,0
C1,13/01/2019,600,27,6,Light snow,0,92,6,1030,0,0,0,0
C1,13/01/2019,700,27,6,Light snow,0,92,6,1031,0,0,0,0
C1,13/01/2019,800,25,5,Partly cloudy,0,92,6,1031,0,0,0,0
C1,13/01/2019,900,25,4,Partly cloudy,0,91,6,1032,0,0,0,0
C1,13/01/2019,1000,27,4,Partly cloudy,0,90,6,1032,0,0,0,0
C1,13/01/2019,1100,28,4,Cloudy,0,88,6,1032,0,0,0,0
C1,13/01/2019,1200,30,4,Cloudy,0,86,6,1032,0,0,0,0
C1,13/01/2019,1300,30,4,Cloudy,0,85,6,1032,0,0,0,0
C1,13/01/2019,1400,30,4,Overcast,0,84,6,1031,0,0,0,0
C1,13/01/2019,1500,30,3,Overcast,0,84,6,1031,0,0,0,0
C1,13/01/2019,1600,30,3,Overcast,0,84,6,1031,0,0,0,0
C1,13/01/2019,1700,28,3,Light snow,0,85,6,1032,0,0,0,0
C1,13/01/2019,1800,28,3,Light snow,0,86,6,1032,0,0,0,0
C1,13/01/2019,1900,28,2,Light snow,0,86,6,1032,0,0,0,0
C1,13/01/2019,2000,28,2,Light snow,0,86,6,1032,0,0,0,0
C1,13/01/2019,2100,28,1,Light snow,0,86,6,1032,0,0,0,0
C1,13/01/2019,2200,28,2,Light snow,0,86,6,1032,0,0,0,0
C1,13/01/2019,2300,28,2,Light snow,0,87,6,1032,0,0,0,0
C1,14/01/2019,0,28,2,Light snow,0,87,6,1031,0,0,0,0
C1,14/01/2019,100,25,2,Light snow,0,89,6,1031,0,0,0,0
C1,14/01/2019,200,23,2,Partly cloudy,0,90,6,1031,0,0,0,0
C1,14/01/2019,300,21,2,Partly cloudy,0,92,6,1031,0,0,0,0
C1,14/01/2019,400,21,2,Partly cloudy,0,93,4,1031,0,0,0,0
C1,14/01/2019,500,19,2,Mist,0,94,3,1031,0,0,0,0
C1,14/01/2019,600,19,2,Mist,0,94,1,1031,0,0,0,0
C1,14/01/2019,700,19,2,Mist,0,94,3,1030,0,0,0,0
C1,14/01/2019,800,19,3,Partly cloudy,0,94,4,1030,0,0,0,0
C1,14/01/2019,900,21,4,Partly cloudy,0,94,6,1030,0,0,0,0
C1,14/01/2019,1000,23,5,Partly cloudy,0,92,6,1029,0,0,0,0
C1,14/01/2019,1100,25,6,Light snow,0,91,6,1029,0,0,0,0
C1,14/01/2019,1200,27,7,Light snow,0,90,6,1028,0,0,0,0
C1,14/01/2019,1300,28,8,Light snow,0,90,6,1028,0,0,0,0
C1,14/01/2019,1400,28,9,Ice pellets,0,90,6,1027,0,0,0,0
C1,14/01/2019,1500,28,10,Ice pellets,0,91,5,1027,0,0,0,0
C1,14/01/2019,1600,28,9,Ice pellets,0,90,5,1027,0,0,0,0
C1,14/01/2019,1700,28,7,Ice pellets,0,90,5,1027,0,0,0,0
C1,14/01/2019,1800,28,6,Ice pellets,0,90,5,1027,0,0,0,0
C1,14/01/2019,1900,28,5,Ice pellets,0,92,5,1027,0,0,0,0
C1,14/01/2019,2000,27,4,Ice pellets,0,93,5,1027,0,0,0,0
C1,14/01/2019,2100,27,3,Ice pellets,0,94,5,1027,0,0,0,0
C1,14/01/2019,2200,27,4,Ice pellets,0,94,5,1026,0,0,0,0
C1,14/01/2019,2300,27,4,Ice pellets,0,95,5,1026,0,0,0,0
C1,15/01/2019,0,27,4,Ice pellets,0,95,5,1026,0,0,0,0
C1,15/01/2019,100,27,4,Ice pellets,0,95,5,1026,0,0,0,0
C1,15/01/2019,200,27,4,Ice pellets,0,96,5,1026,0,0,0,0
C1,15/01/2019,300,27,4,Ice pellets,0,96,5,1026,0,0,0,0
C1,15/01/2019,400,27,4,Ice pellets,0,96,5,1025,0,0,0,0
C1,15/01/2019,500,27,4,Ice pellets,0,96,5,1025,0,0,0,0
C1,15/01/2019,600,27,4,Ice pellets,0,96,5,1025,0,0,0,0
C1,15/01/2019,700,27,6,Ice pellets,0,96,6,1024,0,0,0,0
C1,15/01/2019,800,27,7,Light snow,0,95,6,1024,0,0,0,0
C1,15/01/2019,900,28,8,Light snow,0,94,6,1024,0,0,0,0
C1,15/01/2019,1000,28,8,Light snow,0,93,6,1023,0,0,0,0
C1,15/01/2019,1100,30,8,Light snow,0,92,6,1022,0,0,0,0
C1,15/01/2019,1200,30,8,Light snow,0,91,6,1022,0,0,0,0
C1,15/01/2019,1300,32,8,Light snow,0,90,6,1021,0,0,0,0
C1,15/01/2019,1400,32,8,Overcast,0,90,6,1020,0,0,0,0
C1,15/01/2019,1500,32,8,Overcast,0,90,6,1020,0,0,0,0
